Index,Lang,Field,ChangeType,Original,Patched
9,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Cortina:
- Basalto (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Calcite (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: … Vill du se fler?","Följande färger finns i Cortina:
- Basalto (Grå) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Calcite (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Cenere (Övrigt) – format: … Vill du se fler?"
9,EN,answer_en,TRUNCATED,"The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Would you like to see more?","The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … … Vill du se fler?"
9,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … … Vill du se fler?","The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … … Vill du se fler?"
9,EN,answer_full_en,TRUNCATED,"The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Sabbia (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?"
9,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?","The following colors are available in Cortina:
- Basalto (Gray) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … Vill du se fler?"
9,DA,answer_da,TRUNCATED,"Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) … Vil du se flere?","Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) … Vill du se fler?"
9,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) … Vill du se fler?","Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Andet) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Andet) … Vill du se fler?"
9,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Sabbia (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) … Vill du se fler?"
9,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Andet) … Vill du se fler?","Følgende farver findes i Cortina:
- Basalto (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Andet) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Andet) … Vill du se fler?"
9,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?"
9,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?","Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Sonstiges) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm … … Vill du se fler?"
9,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Sabbia (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?"
9,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Calcite (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?","Die folgenden Farben sind in Cortina erhältlich:
- Basalto (Grau) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Calcite (Sonstiges) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, … Vill du se fler?"
10,SE,answer_full_se,TRUNCATED,"Följande färger finns i Grotta:
- Porfido (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver Black (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver White (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm","Följande färger finns i Grotta:
- Porfido (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver Black (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver White (Grå) – format: … Vill du se fler?"
10,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Grotta:
- Porfido (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver Black (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Silver White (Grå) – format: … Vill du se fler?","Följande färger finns i Grotta:
- Porfido (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Silver Black (Grå) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Silver White (Grå) – format: … Vill du se fler?"
10,EN,answer_en,TRUNCATED,"The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Would you like to see more?","The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?"
10,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?","The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Gray) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … Vill du se fler?"
10,EN,answer_full_en,TRUNCATED,"The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver White (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?"
10,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?","The following colors are available in Grotta:
- Porfido (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Gray) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … Vill du se fler?"
10,DA,answer_da,TRUNCATED,"Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver … Vil du se flere?","Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver … … Vill du se fler?"
10,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver … … Vill du se fler?","Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver … … Vill du se fler?"
10,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver White (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver … Vill du se fler?"
10,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver … Vill du se fler?","Følgende farver findes i Grotta:
- Porfido (Andet) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver … Vill du se fler?"
10,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?"
10,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?","Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Grau) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm … … Vill du se fler?"
10,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver White (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?"
10,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Silver Black (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?","Die folgenden Farben sind in Grotta erhältlich:
- Porfido (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Silver Black (Grau) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, … Vill du se fler?"
11,SE,answer_full_se,TRUNCATED,"Följande färger finns i Iris:
- Astra (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Crono (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Geo (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Leucos (Vit) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Litos (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm","Följande färger finns i Iris:
- Astra (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Crono (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Geo (Övrigt) – format: … Vill du se fler?"
11,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Iris:
- Astra (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Crono (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Geo (Övrigt) – format: … Vill du se fler?","Följande färger finns i Iris:
- Astra (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Crono (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Geo (Övrigt) – format: … Vill du se fler?"
11,EN,answer_en,TRUNCATED,"The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo … Would you like to see more?","The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo … … Vill du se fler?"
11,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo … … Vill du se fler?","The following colors are available in Iris:
- Astra (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Geo … … Vill du se fler?"
11,EN,answer_full_en,TRUNCATED,"The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Leucos (White) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Litos (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo … Vill du se fler?"
11,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Iris:
- Astra (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo … Vill du se fler?","The following colors are available in Iris:
- Astra (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Geo … Vill du se fler?"
11,DA,answer_da,TRUNCATED,"Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – … Vil du se flere?","Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – … … Vill du se fler?"
11,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – … … Vill du se fler?","Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Geo (Øvrigt) – … … Vill du se fler?"
11,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Leucos (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Litos (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – … Vill du se fler?"
11,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Øvrigt) – … Vill du se fler?","Følgende farver findes i Iris:
- Astra (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Geo (Øvrigt) – … Vill du se fler?"
11,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?"
11,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … … Vill du se fler?","Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm … … Vill du se fler?"
11,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Geo (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Leucos (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Litos (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?"
11,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Crono (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?","Die folgenden Farben sind in Iris erhältlich:
- Astra (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Crono (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, … Vill du se fler?"
13,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Manhattan erhältlich:
- Midtown (Sonstiges) – Format: 430x120
- Nolita (Sonstiges) – Format: 430x120
- Soho (Sonstiges) – Format: 430x120
- Tribeca (Sonstiges) – Format: … Möchten Sie mehr sehen?","Die folgenden Farben sind in Manhattan erhältlich:
- Midtown (Sonstiges) – Format: 430x120
- Nolita (Sonstiges) – Format: 430x120
- Soho (Sonstiges) – Format: 430x120
- Tribeca (Sonstiges) – Format: … Vill du se fler?"
13,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Manhattan erhältlich:
- Midtown (Sonstiges) – Format: 430x120
- Nolita (Sonstiges) – Format: 430x120
- Soho (Sonstiges) – Format: 430x120
- Tribeca (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Manhattan erhältlich:
- Midtown (Sonstiges) – Format: 430x120
- Nolita (Sonstiges) – Format: 430x120
- Soho (Sonstiges) – Format: 430x120
- Tribeca (Sonstiges) – Format: … Vill du se fler?"
14,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Materia erhältlich:
- Upcendre (Sonstiges) – Format: 430x120
- Upcharbon (Sonstiges) – Format: 430x120
- Upcrete (Sonstiges) – Format: 430x120
- Upivoire (Sonstiges) – … Möchten Sie mehr sehen?","Die folgenden Farben sind in Materia erhältlich:
- Upcendre (Sonstiges) – Format: 430x120
- Upcharbon (Sonstiges) – Format: 430x120
- Upcrete (Sonstiges) – Format: 430x120
- Upivoire (Sonstiges) – … … Vill du se fler?"
14,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Materia erhältlich:
- Upcendre (Sonstiges) – Format: 430x120
- Upcharbon (Sonstiges) – Format: 430x120
- Upcrete (Sonstiges) – Format: 430x120
- Upivoire (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Materia erhältlich:
- Upcendre (Sonstiges) – Format: 430x120
- Upcharbon (Sonstiges) – Format: 430x120
- Upcrete (Sonstiges) – Format: 430x120
- Upivoire (Sonstiges) – … Vill du se fler?"
17,SE,answer_full_se,TRUNCATED,"Följande färger finns i Nature:
- Nut (Övrigt) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm- Nut Doga (Övrigt) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm- Oak (Brun) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm- Oak Doga (Brun) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm","Följande färger finns i Nature:
- Nut (Övrigt) – format: 100x100cm40x120cm40x180cm430x120cm440x120cm45x90cm560x60cm60x120cm60x60cm80x80cm860x60cm90x90cm- Nut Doga (Övrigt) – format: … Vill du se fler?"
